phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact_phone,community_centre,addr_street,contact_twitter,social_facility,contact_facebook,zoo,email,wheelchair,cuisine,contact_website,internet_access,opening_hours_reception,guest_house,addr_city,contact_instagram,image,location,outdoor_seating,museum,takeaway,smoking,name,id
,,,,,,POINT (19.8016393 50.0185888),no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muzeum Opactwa;Abbey Museum;Apátsági Múzeum,3152
,,,,https://mnk.pl/oddzial/mnk-wyspianski,,POINT (19.9291426 50.0614451),no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,Plac Generała Władysława Sikorskiego,,,,,,,,,,,,,,,,,,,,Muzeum Stanisława Wyspiańskiego,3153
,,,,,,POINT (19.9291753 50.0613284),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanisław Wyspiański;Bronisław Chromy,3154
,,,,,,POINT (19.9261697 50.0718742),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teodor Axentowicz,3155
,,,,,,POINT (19.986881 50.0356839),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Jan de Matha,3156
,,,,,,POINT (19.9543271 50.0652171),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3157
,,,,,,POINT (19.9524659 50.0036344),no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3158
,,,,,,POINT (19.9356507 50.0160534),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3159
,,,,,,POINT (19.9342901 50.0583576),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Piotra Skrzyneckiego,3160
,,,,,,POINT (19.9349612 50.0566164),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Ewy Demarczyk,3161
,,,,,,POINT (19.9328941 50.0628551),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Mieczysława Święcickiego,3162
,,,,,,POINT (19.9337385 50.0636508),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Jerzego Jarockiego,3163
,,,,,,POINT (19.9344705 50.0641578),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Konrada Swinarskiego,3164
,,,,,,POINT (19.9431982 50.0646449),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Andrzeja Wajdy,3165
,,,,,,POINT (19.9940536 50.0186294),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,Wolność zaczęła się w Prokocimiu,3166
,,,,,,POINT (19.9943074 50.0185246),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3167
,,,,,,POINT (19.9939265 50.0187017),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Augustyn,3168
,,,,,,POINT (19.9943602 50.0185273),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Paweł II,3169
,,,,,,POINT (19.994207 50.0190335),wayside_shrine,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3170
,,,Nov-Mar off,https://muzeumkrakowa.pl/oddzialy/mury-obronne,,POINT (19.9422405 50.064753),no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,history,,,Mury Obronne;City Defence Walls,3171
,,,Sa 10:00-16:00,https://muzeumkrakowa.pl/oddzialy/thesaurus-cracoviensis,,POINT (19.8244379 50.0445166),no information,no information,,,no information,Thesaurus Cracoviensis - Centrum Interpretacji Artefaktów to oddział Muzeum Krakowa. Jest to nowoczesny magazyn zbiorów muzealnych i pracownie konserwatorskie w formule otwartej dla publiczności.,,no information,museum,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus Cracoviensis,3172
,,,,,,POINT (20.0448344 50.0752439),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3173
,,,,,,POINT (19.9512055 50.0421322),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Turysta;Dragon tourist,3174
,,,,,,POINT (19.9548549 50.0417562),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Geodeta;Dragon geodesic,3175
,,,,,,POINT (19.9301435 50.0130225),monument,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik maszyny parowej Krakowskich Zakładów Sodowych Solvay,3176
,,,,,,POINT (20.0354465 50.0013832),no information,no information,,,no information,,,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3177
,,,,,,POINT (19.9092662 50.0349188),no information,no information,,,no information,,,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3178
,,,,,,POINT (20.0418206 50.0837349),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wincenty Pallotti,3179
,,,,,,POINT (19.9526247 50.045357),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYAMURAL - murale na koniec świata,3180
,,,,,,POINT (19.9389643 50.0521264),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Bieniasz,3181
,,,,,,POINT (20.0553355 50.0816995),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Matejko,3182
,,,,,,POINT (19.9501478 50.0652197),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Louis,3183
,,,,,,POINT (19.9481743 50.0516076),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Panek,3184
,,,,,,POINT (20.0393568 50.0755482),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3185
,,,,,,POINT (19.9884536 50.0809619),ruins,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruiny schronu z 2 wojny światowej,3186
,,,,,,POINT (19.9455348 50.0511438),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plac Nowy Sercem Kazimierza,3187
,,,,,,POINT (19.9449029 50.0474963),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wincenty Witos,3188
,,,,,,POINT (19.9609088 50.009792),no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ogród Społeczny Kurdwanów,3189
,,,,,,POINT (19.9294627 50.0587898),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grzegorz Gerwazy Gorczycki,3190
,,,,,,POINT (20.0319175 50.0156043),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,no information,3191
,,,,,,POINT (19.9918022 50.0771562),no information,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aero Vodochody Ae-145,3192
,,,,,,POINT (19.9918448 50.077239),no information,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aero Vodochody L-60E Brigadyr,3193
,,,,,,POINT (19.9917351 50.077059),no information,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Let L-200A Morava,3194
,,,,,,POINT (19.9916924 50.0769533),no information,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,PZL M-20 Mewa,3195
,,,,,,POINT (19.9467344 50.0640447),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisława Szymborska,3196
,,,,,,POINT (20.0428701 50.0755345),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3197
,,,,,,POINT (19.9397658 50.0615454),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3198
,,,,,,POINT (19.9947182 50.0781346),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3199
,,,,,,POINT (19.9899295 50.0716229),ruins,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3200
,,,,,,POINT (19.934795 50.064285),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3201
,,,,,,POINT (19.9630667 50.046196),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banksy,3202
,,,,,,POINT (19.9893766 50.0456986),no information,no information,,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3203
,,,,,,POINT (20.0393542 50.0756628),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3204
,,,Mo-Su 10:00-20:00,https://ambermuseum.eu/,,POINT (19.938244 50.0628301),no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,Świętego Jana,,,,,,,,,,,,,,,,,,,,Muzeum Bursztynu;Amber Museum,3205
,,,,,,POINT (19.9106198 50.0569577),no information,no information,,,no information,"Ładny widok z dachu: kopiec Kościuszki, Błonia, miasto. Na dach można wejść schodami od południa lub pochylnią z punktu https://www.openstreetmap.org/?mlat=50.05630&mlon=19.90910#map=18/50.05630/19.90910&layers=N",,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,rooftop,,,,,no information,3206
,,,,,,POINT (19.9069672 50.0299497),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik Mikołaja Kopernika,3207
,,,,,,POINT (19.9187147 50.0623556),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Józef Franczak ""Lalek""",3208
,,,,,,POINT (19.9186886 50.0622669),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hieronim Dekutowski ""Zapora""",3209
,,,,,,POINT (19.918724 50.0620683),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Łukasz Ciepliński ""Pług""",3210
,,,,,,POINT (19.9187943 50.0619783),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zygmunt Szendzielarz ""Łupaszko""",3211
,,,,,,POINT (19.9176874 50.0618548),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Dmowski,3212
,,,,,,POINT (19.9176798 50.0619077),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wincenty Witos,3213
,,,,,,POINT (19.9176625 50.06202),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Haller,3214
,,,,,,POINT (19.9175113 50.0619905),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kazimierz Sosnkowski,3215
,,,,,,POINT (19.9175193 50.0619352),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wojciech Korfanty,3216
,,,,,,POINT (19.9175292 50.0618752),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignacy Daszyński,3217
,,,,,,POINT (19.9174561 50.0623418),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanisław Sosabowski,3218
,,,,,,POINT (19.9869584 50.0863561),no information,no information,,,no information,,,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3219
,,,,https://www.mocak.pl/kolekcja-wokol-mocak-u,,POINT (19.9610668 50.0474325),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dar Gdańska dla Krakowa;Dorota Nieznalska,3220
,,,,https://en.mocak.pl/surrogate-city-bike-station-mocak-2015,,POINT (19.9609573 50.0474029),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surrogate City Bike Station / MOCAK 2015;Leopold Kessler,3221
,,,,,,POINT (19.9293822 50.0650268),memorial,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3222
,,,,,,POINT (19.9077146 50.0726151),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISŁA 5;nieznany,3223
,,,,,,POINT (19.9252426 50.0690182),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok z mapą;Dragon with a map,3224
,,,,,,POINT (19.9178842 50.060552),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok z latawcem;Dragon with a kite,3225
,,,,,,POINT (19.9252447 50.058215),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Filmowiec;Dragon Filmmaker,3226
,,,,,,POINT (19.9262653 50.0715359),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Malarz;Dragon Painter,3227
,,,,,,POINT (19.9317489 50.0554677),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Wodny;Water dragon,3228
,,,,,,POINT (19.9547761 50.0527618),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Kazimierz;Dragon Kazimierz;Andrzej Mleczko,3229
,,,,,,POINT (20.0378211 50.0735722),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3230
,,,,,,POINT (19.9339764 50.075979),no information,no information,,,no information,"Kamienna bryła, z której wyłaniają się głowy matki i dziecka. Matka przytula, całuje główkę dziecka. Brak napisów.",,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3231
,,,,,,POINT (19.9535389 50.0686031),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3232
,,,,,,POINT (19.9519507 50.0683255),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3233
,,,,,,POINT (19.9378609 50.058568),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upamiętnienie Studenckiego Komitetu Solidarności w Krakowie,3234
,,,Jul 01-Oct 13 Mo 10:00-18:00; Jul 01-Oct 13 Tu-Su 09:00-18:00,https://wawel.krakow.pl/wystawa-stala/taras-widokowy,,POINT (19.9365676 50.0541117),no information,no information,,,no information,Taras widokowy znajdujący się na dachu Małej Baszty,,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mała Baszta,3235
,,,,,,POINT (19.92434 50.0682256),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3236
,,,,,,POINT (19.9244242 50.0684359),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3237
,,,,,,POINT (19.9415955 50.0607165),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komenda Główna Organizacji Orła Białego,3238
,,,,,,POINT (19.9425936 50.0615027),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zuzanna Ginczanka,3239
,,,,,,POINT (19.9405779 50.0605159),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,110-ta rocznica założenia II Państwowego Gimnazjum św. Jacka,3240
,,,,,,POINT (19.9399706 50.0607251),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesor Wiktor Zin,3241
,,,,,,POINT (19.9404669 50.0609959),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merkuriusz Polski,3242
,,,,,,POINT (19.9446551 50.0661838),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miraculum,3243
,,,,,,POINT (19.9277368 50.0649459),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3244
,,,,,,POINT (19.9342439 50.0750832),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georg Trakl,3245
,,,,,,POINT (19.8487583 50.0451945),no information,no information,,,no information,"Widok na Wisłę, góry, Kraków",,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3246
,,,,,,POINT (20.0270043 50.0763743),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flirt wodorostów z muszlą,3247
,,,,,,POINT (20.0669196 50.0797881),no information,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZWIEDZANIE BUDYNKÓW CENTRUM ADMINISTRACYJNEGO KOMBINATU W NOWEJ HUCIE,3248
,,,,,,POINT (19.9436274 50.0716914),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3249
,,,,,,POINT (19.8845212 50.0029552),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3250
,,,,,,POINT (19.8849298 50.0029801),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3251
,,,,,,POINT (19.8849535 50.0029644),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3252
,,,,,,POINT (20.0436327 50.0666902),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Wielkiej Orkiestry Świątecznej Pomocy,3253
,,,,,,POINT (20.0295232 50.0757554),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syrenka,3254
,,,,,,POINT (19.9258098 50.0803447),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,https://terracasa.pl/wp-content/uploads/2016/03/m_2PK81801.jpg,,,,,,Drzewo Życia;Dariusz Pala - Fundator Terracasa,3255
,,,,,,POINT (19.9256034 50.0797432),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,https://investmap.pl/_i/gallery/92/92/42588_600x.jpg.webp,,,,,,"Brama z herbem ""Poznań""",3256
,,,,,,POINT (19.9522594 50.0632232),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Lekarz;Dragon doctor,3257
,,,,,,POINT (19.9538704 50.0703417),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Fotograf;Dragon photographer,3258
,,,,,,POINT (19.9558231 50.0640997),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Astronom;Dragon astronomer,3259
,,,,,,POINT (19.9472682 50.0611503),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok z metrem;Dragon with tape measure,3260
,,,,,,POINT (19.94816 50.0460504),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok romantyk;Dragon romantic,3261
,,,,,,POINT (19.9441846 50.0461173),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smok z literą „K”;Dragon with the letter ""K""",3262
,,,,,,POINT (19.9591797 50.0659304),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok żołnierz CK;Dragon austro-hungarian soldier,3263
,,,,,,POINT (19.8320431 50.0551162),no information,no information,,,no information,,,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3264
,,,,,,POINT (20.0099302 50.0110899),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. J. Jerzmanowski,3265
,,,,,,POINT (19.9266949 50.0595537),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smok Sportowiec;Dragon sportsman,3266
,,,Mo-Su 11:00-19:00,https://muzeumbanksy.pl/,,POINT (19.9479252 50.055049),no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,Muzeum Banksy;Banksy Museum,3267
,,,,,,POINT (19.9790058 50.0186451),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortepian,3268
,,,,,,POINT (19.9806083 50.0181288),no information,no information,,,no information,Niewidoczne z dołu logo szkoły (widoczne od góry),,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,roof,,,,,KOSTKA,3269
,,,,,,POINT (19.9313992 50.0651475),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3270
,,,,,,POINT (19.9489244 50.0770272),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cmentarz Rakowicki,3271
,,,,,,POINT (20.0456867 50.0748085),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3272
,,,,,,POINT (19.9451572 50.0629394),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3273
,,,,,,POINT (20.0379562 50.0739886),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3274
,,,,,,POINT (19.9518589 50.0833817),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3275
,,,,,,POINT (19.9136558 50.0655471),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3276
,,,,,,POINT (19.9211836 50.0646414),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smok ""Spawuś""",3277
,,,,,,POINT (19.9739236 50.0610913),no information,no information,,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3278
,,,,,,POINT (19.9126734 50.0526629),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Paweł II;Czesław Dźwigaj,3279
,,,,,,POINT (19.9924034 50.077844),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dassault Mystère IVA,3280
,,,,,,POINT (19.9921222 50.0771739),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,Messerschmitt Bf 109 G-6,3281
,,,,,,POINT (19.990502 50.0777795),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,McDonnell Douglas F-4E Phantom II,3282
,,,,,,POINT (19.9904323 50.077615),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,Mikojan MiG-19PM,3283
,,,,,,POINT (19.9919035 50.0768575),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,De Havilland Vampire FB.6,3284
,,,,,,POINT (19.9920874 50.0768925),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,Jakowlew Jak-23,3285
,,,,,,POINT (19.8933837 50.0549176),no information,no information,,,no information,,,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3286
,,,,,,POINT (19.8942189 50.0543511),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kościuszko,3287
,,,Mo-Su 09:00-18:00,https://www.kopieckosciuszki.pl/muzeum-kosciuszkowskie/,,POINT (19.8937881 50.0542536),no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,Aleja Jerzego Waszyngtona,,,,,,,,,,,,Kraków,,,,,history,,,Muzeum Kościuszkowskie,3288
,,,,,,POINT (19.8934251 50.0549196),memorial,no information,,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3289
,,,,,,POINT (19.8676375 50.087342),no information,no information,,,no information,,,no information,viewpoint,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3290
,,,,,,POINT (19.9919895 50.0769942),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,Tupolew Tu-2S,3291
,,,,,,POINT (19.9918682 50.0769314),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,De Havilland Sea Venom FAW.21,3292
,,,,,,POINT (19.9924556 50.076969),aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,Polikarpow Po-2LNB,3293
,,,,https://wawel.krakow.pl/wystawa-stala/wawel-odzyskany-1,,POINT (19.9339504 50.0542102),no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Wawel Odzyskany,3294
