phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact_phone,community_centre,addr_street,contact_twitter,social_facility,contact_facebook,zoo,email,wheelchair,cuisine,contact_website,internet_access,opening_hours_reception,guest_house,addr_city,contact_instagram,image,location,outdoor_seating,museum,takeaway,smoking,name,id
,,,06:00-22:00,,,"POLYGON ((19.9414602 50.0705711, 19.9413012 50.0702886, 19.9411463 50.0699882, 19.9409165 50.0694854, 19.9407745 50.0692149, 19.9423529 50.0688382, 19.9424921 50.0688896, 19.9429163 50.0692906, 19.9430418 50.0694638, 19.9431033 50.0695714, 19.9429799 50.0695881, 19.9430134 50.0697322, 19.9430963 50.0697228, 19.9431461 50.0699451, 19.9426035 50.070061, 19.9424306 50.0697209, 19.9414407 50.0699549, 19.9418597 50.070728, 19.9418259 50.0707363, 19.9417996 50.070743, 19.9416835 50.0705208, 19.9415284 50.0705567, 19.9414602 50.0705711))",no information,"Park Jalu Kurka – a historic park located in the district I Stare Miasto in Krakow, at Kleparz on Szlak Street 71. It is named after Jalu Kurk, a Polish poet and prose writer, representative of the so-called Krakow Avant-Garde. 

The park initially served as the garden of the Montelupich Palace, built in this place in the 15th century. It was common property until the property of the palace was taken over by the Tarnowski family. Stanisław Tarnowski, after remodeling the palace, transferred the palace garden to the city for public use by all residents. In 1948, the Congregation of the Salvatorians purchased the palace along with the park from the Tarnowskis. 

After World War II, the grounds of the palace and park were taken over by the authorities of the Polish People's Republic. The palace housed the headquarters of Radio Kraków, and the park was fully opened to the city's residents. 

After 1989, when a property commission for the Catholic Church was established, the congregation applied to the commission for the return of the palace and the adjacent park. The park was returned to the congregation, while the request for the return of the palace was withdrawn by the congregation when the Tarnowski family began efforts to declare the expropriation invalid. 

After the congregation regained the park, despite numerous protests from local residents, students from the nearby Krakow University of Technology, and councilors from District I, the park was closed. The congregation officially stated that the reason for the park's closure was the lack of funds for repairing the lighting and infrastructure of the park. 

In 2008, the owners of the park applied for development conditions for part of the parkland, wishing to build the European Center for Salvatorian Formation on that site. They also informed that if they received permission for development, the remaining part of the park would be made available to the city's residents. However, the proposal for development was rejected by Jan Janczykowski, the provincial conservator of monuments. 

Currently, an office building is being constructed on a part of the plot that is not protected, which previously served as the entrance to the park. 

Since 2017, the authorities of the city of Krakow have been in discussions with the Salvatorians regarding land exchange or the purchase of the park. Ultimately, in 2022, the Krakow municipality purchased the park area for the amount of 11 million PLN. The park was made available to residents on January 1, 2023. The park is open daily from 6:00 AM to 10:00 PM.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park imienia Jalu Kurka,3477
,,,,,,"POLYGON ((19.9105961 50.0706698, 19.9109082 50.0715472, 19.9123679 50.0713919, 19.9123747 50.0713852, 19.9123677 50.0712902, 19.9123713 50.0712599, 19.9124022 50.0711979, 19.9124424 50.071143, 19.9124905 50.0710785, 19.912507 50.071048, 19.9125575 50.070983, 19.9125737 50.0709364, 19.9126552 50.0707103, 19.9126736 50.0706676, 19.9128827 50.0702684, 19.9128977 50.070232, 19.9131574 50.0700228, 19.9136469 50.0696289, 19.9137711 50.069534, 19.913847 50.0694783, 19.9137758 50.0694581, 19.9137193 50.0694353, 19.9136545 50.0694015, 19.9132759 50.0697087, 19.9129813 50.0699955, 19.9126824 50.0700307, 19.9121895 50.0700819, 19.9121626 50.0701152, 19.9122165 50.0703445, 19.9107715 50.0705063, 19.9107918 50.0706504, 19.9105961 50.0706698))",no information,"Wincenty á Paulo Park – a park in Kraków, in the V Krowodrza district, located between Bydgoska, Stanisława Skarbiński, Juliusz Lea, Misjonarska streets, and Kijowska Avenue. It was established after World War II on the grounds of the former Missionary and parish gardens, near the Church of Our Lady of Lourdes. Originally, it was named after Adam Polewka – a publicist, writer, translator, left-wing political activist, and member of the Legislative Sejm. His monument standing there was removed after 1989, and by a resolution of the Kraków City Council in 1991, the park was named after Wincenty á Paulo. In 2008, a tender was decided for the development of the Wincenty á Paulo Park area in Kraków, and the park was renovated.

In April 2010, a monument to the patron of the park, Wincenty á Paulo – a French Catholic priest, founder of the Congregations of the Blessed Sacrament and Lazarists, saint of the Catholic Church, and pioneer of Missions – was unveiled and consecrated. The bronze sculpture depicts the figure of the Saint blessing a small boy and is placed on a brick pedestal. The author of the monument is Dr. Karol Badyna.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Imienia św. Wincentego á Paulo,3478
,,,,,,"POLYGON ((20.0419682 50.0746454, 20.041995 50.074505, 20.0420948 50.074423, 20.0421342 50.0743816, 20.0424882 50.0738371, 20.0458422 50.0747229, 20.0456945 50.0749478, 20.0448948 50.0747453, 20.0447406 50.0749612, 20.0446516 50.0749436, 20.044521 50.0749101, 20.0445086 50.074923, 20.0444894 50.0749318, 20.0444634 50.0749386, 20.0444288 50.0749414, 20.0443776 50.0749282, 20.0442927 50.0750564, 20.0444019 50.0750835, 20.0444254 50.0750928, 20.0444421 50.0751016, 20.0444553 50.0751109, 20.0444681 50.075124, 20.0444805 50.0751418, 20.0444869 50.0751599, 20.0443976 50.0752852, 20.0419682 50.0746454))",no information,"Swedish Park is a city park in Krakow, in Nowa Huta in District XVIII in the Szklane Domy estate, between Aleja Przyjaźni (to the west), Aleja Solidarności (to the south), the Church of Our Lady of Częstochowa and Blessed Wincenty Kadłubek (to the east), and a residential block in the Szklane Domy estate 1, known as the ""Swedish block"" (to the north). The area of the park is 2.39 ha.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Szwedzki,3479
,,,,,,"POLYGON ((20.0003134 50.0878367, 19.9988842 50.0877808, 19.9975816 50.0877673, 19.997582 50.0877943, 19.9975828 50.087842, 19.9977122 50.0879114, 19.9977483 50.0881728, 19.9973212 50.0884865, 19.9966749 50.0883475, 19.9966599 50.0883443, 19.9964366 50.0885775, 19.9963363 50.088779, 19.9962862 50.0893477, 19.9960524 50.0895465, 19.995747 50.0897277, 19.9957083 50.0898858, 19.9956349 50.0902206, 19.994909 50.0910188, 19.9943723 50.0921167, 19.9946414 50.0923021, 19.9942532 50.0927178, 19.9946985 50.0929527, 19.9947483 50.0931436, 19.99541 50.0931017, 19.9955265 50.091851, 19.9965577 50.0918872, 19.9977086 50.0920604, 19.9979584 50.0913511, 19.9989093 50.0905776, 19.9988556 50.0898342, 19.9990058 50.0893936, 19.9994779 50.089015, 20.0001615 50.0888053, 20.0012218 50.0884969, 20.0011372 50.0883038, 20.0011271 50.0879571, 20.0011197 50.0879278, 20.0010998 50.0879046, 20.0010747 50.0878866, 20.0010425 50.0878753, 20.0008631 50.0878651, 20.0003134 50.0878367))",no information,"Park Tysiąclecia – a city park in Krakow, located in District XV Mistrzejowice, in the Tysiąclecia estate, covering an area of 10.99 hectares. The park is bordered to the south by General Tadeusz Bora-Komorowski Avenue, to the east and north by the blocks of the Tysiąclecia estate, and to the west it borders the Oświecenia estate.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Tysiąclecia;Q9363732,3483
,,,,,,"POLYGON ((20.0518884 50.0661618, 20.0520215 50.0661609, 20.0520468 50.0661722, 20.0520684 50.0661853, 20.0520981 50.0663858, 20.0521003 50.0664039, 20.0521264 50.0665791, 20.0515885 50.0666571, 20.0515999 50.0667034, 20.0508794 50.0668887, 20.0508477 50.0668194, 20.0503372 50.0668957, 20.0503255 50.0668974, 20.0503147 50.066899, 20.0503 50.0669012, 20.0501707 50.0665626, 20.0501627 50.0665415, 20.0500107 50.0661706, 20.0508642 50.0661649, 20.0509508 50.0661647, 20.0509513 50.0662291, 20.0509671 50.066229, 20.0509666 50.0661646, 20.0518504 50.066162, 20.0518884 50.0661618))",no information,"Park przy ulicy Klasztornej is a historic municipal park in Krakow, located in the XVIII Nowa Huta district between Klasztorna Street (to the east), Wacław Sieroszewski Street (to the south), the buildings of the Stefan Żeromski Hospital in the Młodości estate (to the west), and the plot where the Rogoziński villa is located (to the north). The park is situated on a trapezoidal area measuring 45 to 85 meters in width and 135 meters in length. It covers an area of 88 ares. The terrain of the park is generally flat, slightly sloping to the southwest.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Rogozińskich,3486
,,,,,,"POLYGON ((20.0059081 50.0940615, 20.006702 50.0940202, 20.007512 50.0940486, 20.0079959 50.0941315, 20.0078755 50.0945655, 20.0078483 50.0947079, 20.0074821 50.0955661, 20.0077615 50.0956473, 20.0077344 50.0957481, 20.007174 50.0964927, 20.0069419 50.0968143, 20.0068449 50.0971594, 20.0069858 50.0982799, 20.0069772 50.0985196, 20.0066772 50.0990672, 20.0067033 50.0993903, 20.0066443 50.0993627, 20.0058628 50.0989977, 20.0058233 50.1001091, 20.0049773 50.0999934, 20.0048269 50.099956, 20.0048331 50.1006655, 20.0043985 50.1006452, 20.0034444 50.1004707, 20.0034203 50.1003174, 20.0033837 50.1003158, 20.0033806 50.100259, 20.0033391 50.1002495, 20.0032957 50.1001537, 20.0032982 50.1000611, 20.0033242 50.0999705, 20.0029139 50.0999982, 20.0027492 50.0999038, 20.0025161 50.0999094, 20.0024338 50.0998566, 20.0021573 50.0998771, 20.0018384 50.0999688, 20.0018779 50.0997444, 20.0024889 50.0994832, 20.0028141 50.0992828, 20.0031201 50.099093, 20.0035018 50.0987019, 20.003033 50.0979362, 20.0022798 50.0974367, 20.0030068 50.0971088, 20.0032696 50.0974381, 20.0034684 50.0973705, 20.0039554 50.0979592, 20.0037566 50.0980269, 20.0035453 50.0981079, 20.0040249 50.0986584, 20.005066 50.0982898, 20.0059754 50.0979516, 20.0061466 50.0977827, 20.0062644 50.097619, 20.0063219 50.0974307, 20.0062373 50.0966562, 20.0059555 50.0962598, 20.0052827 50.0957287, 20.0051676 50.0954721, 20.004482 50.0950946, 20.0051124 50.0945681, 20.0060195 50.0944739, 20.0059081 50.0940615))",no information,"Planty Mistrzejowickie – a city park in Kraków, located in District XV Mistrzejowice. The area of the park is 10.51 ha.  
The vast park stretches approximately 0.7 km between Srebrnych Orłów Street (to the south), the Złotego Wieku housing estate (to the west) and the Bohaterów Września housing estate (to the east), as well as allotment gardens (to the north). On the eastern side, a long stretch along the park's boundaries runs Obrońców Warszawy Street, while on the western side, a shorter stretch is Wawelska Street.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planty Mistrzejowickie,3489
,,,,,,"POLYGON ((19.935686 50.0534311, 19.9356133 50.0534661, 19.9356667 50.0535115, 19.9357377 50.0534744, 19.935686 50.0534311))",fortification,"The Noble Tower – a tower on Wawel, dating from the 14th century. The upper part was reconstructed in 1958. The name comes from the former function of the building as a prison for the nobility. Next to it is the Tęczyńska Tower (to the east) and the Women's Tower (to the west).",,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baszta Szlachecka;Adelsturm;Башня дворянская;Nemesek bástyája,3499
,,,,,,"POLYGON ((19.9354425 50.0532921, 19.9354026 50.0533036, 19.9353978 50.0533051, 19.9354303 50.0533359, 19.9354606 50.0533647, 19.9354859 50.0533489, 19.9355234 50.0533254, 19.9355407 50.0533078, 19.9355423 50.0533024, 19.9355403 50.0532937, 19.9355324 50.0532867, 19.9355222 50.0532817, 19.9355104 50.0532791, 19.9354817 50.0532823, 19.9354425 50.0532921))",fortification,"The Women's Tower, also known as the Maidens' Tower – the tower of the Wawel Hill, dating from the 14th century. It was demolished by the Austrians in 1851 in connection with the construction of defensive walls around the Wawel Hill. The hill became one of the elements of the Kraków Fortress. The upper part was reconstructed in 1958. Next to it is the Nobles' Tower. The adjacent gate was created in the 18th century for carriages.",,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baszta Kobieca;Frauenturm;Башня жегская ( девичья);Kisasszony-bástya;Ženski toranj,3500
,,,,,,"POLYGON ((19.936615 50.0540057, 19.9366628 50.053922, 19.9366486 50.0538842, 19.9366682 50.053881, 19.9366788 50.053879, 19.936687 50.053894, 19.9367498 50.0539106, 19.9367646 50.0538903, 19.9367935 50.0538991, 19.9367795 50.0539198, 19.9368559 50.0539484, 19.9368638 50.0539442, 19.9368714 50.0539401, 19.9368768 50.0539373, 19.9368805 50.0539402, 19.9368769 50.0539422, 19.9368806 50.0539477, 19.9368864 50.0539551, 19.9368462 50.0539743, 19.9368079 50.0540296, 19.9367735 50.0540474, 19.936615 50.0540057))",no information,"The Senatorska Tower (also known as Lubranka) is the tallest of the three fully preserved towers at Wawel. Together with the Sandomierska tower, it forms a unique group of so-called fire towers.

It was probably erected between 1447 and 1460 during the reign of Casimir Jagiellonian to strengthen the castle's defenses after the spread of new types of artillery. The lower floors are made of stone, while the upper ones are made of brick. Vertical communication was provided by stairs located within the thickness of the wall. Shortly after its construction, a decision was made to raise the tower by covering it with a high steep roof. Around 1517, a new arrow slit was cut into the wall of the ground floor. In 1534, the tower was connected to the southern wing of the royal palace, and the lower floors were remodeled, among other purposes, to accommodate a chamber for the ""young king,"" i.e., Sigismund Augustus. According to Bielski's Chronicle, in 1595, the highest floor above the corbels was lowered ""due to the great weight it had."" At that time, a finish with panel divides and round windows was created. Its oldest name, Lubranka, comes from the name of the castle's attorney general, Grzegorz from Lubraniec. In the 17th and 18th centuries, it was also called Olbramka, Wolbromka, and Skarbowa. Ultimately, the name Senatorska Tower was adopted. In October 1536, a fire destroyed the tower, which was renovated between 1540 and 1543. In 1584, near the tower, Samuel Zborowski was executed.

The tower has been repeatedly damaged by fires, including in 1656 during the Swedish occupation, and renovated. Around 1858, it was remodeled (like other Wawel towers) by the Austrians, with the removal of the sloping roof and the introduction of a pseudo-Gothic crenellation. Further unfavorable modifications occurred during the Nazi occupation from 1940 to 1943, when the latrine bay was removed, a window was cut into the ground floor, the vault in the basement was removed, and a fireplace was placed where the historical entrance used to be. Around 1965, the damaged pseudo-Gothic crenellation from the partitioning times was replaced. The repeatedly proposed restoration of the historical shape of the tower with the roof covering was realized only in 2002-2003 according to the design of architect Piotr Stępień in cooperation with Dr. engineer Stanisław Karczmarczyk. The roof was covered with monk-nun tiles, and the latrine bay destroyed by the German occupiers was reconstructed. These works were combined with the conservation of the entire wall of the tower.",,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baszta Senatorska;Senatorerturm;Сенаторская башня;Szenátori-torony,3501
+48 12 4299516,,,Mo-Sa 06:30-17:00; Su 07:00-17:30; Apr-Oct Mo-Sa 06:30-18:00; Apr-Oct Su 07:00-18:30,https://katedra-wawelska.pl/,,"POLYGON ((19.9350267 50.0547621, 19.9351801 50.0547877, 19.9351852 50.054776, 19.9352863 50.0547883, 19.935287 50.0547842, 19.9353228 50.0547912, 19.9353207 50.054796, 19.9353981 50.0548095, 19.9354382 50.0548137, 19.9354318 50.0548365, 19.9355033 50.0548445, 19.935508 50.0548209, 19.9356347 50.0548346, 19.935633 50.0548414, 19.9356313 50.0548482, 19.9356071 50.0548456, 19.9356039 50.0548584, 19.9357008 50.0548683, 19.9357106 50.0548393, 19.9359061 50.0548663, 19.9359083 50.0548479, 19.9359115 50.054821, 19.9359141 50.0548217, 19.9359204 50.0548158, 19.9359075 50.0548102, 19.9359128 50.0547898, 19.9359218 50.0547906, 19.9359231 50.0547799, 19.935929 50.0547634, 19.9359722 50.0547703, 19.9359682 50.0547857, 19.9360072 50.0547911, 19.9360104 50.0547714, 19.9359976 50.0547702, 19.9360077 50.0547402, 19.9360293 50.0547424, 19.9360324 50.0547325, 19.9360109 50.0547293, 19.9360225 50.0546945, 19.9359589 50.0546852, 19.9359852 50.0546175, 19.935974 50.0546156, 19.9359753 50.0546121, 19.9359837 50.0545885, 19.9358638 50.0545703, 19.9358711 50.0545549, 19.9358382 50.0545504, 19.9358298 50.0545493, 19.9358319 50.0545435, 19.9358228 50.0545421, 19.9358203 50.054548, 19.9356055 50.0545195, 19.9356124 50.0544999, 19.9354891 50.0544821, 19.9354671 50.054545, 19.9354408 50.0545407, 19.9354145 50.0545363, 19.9354442 50.0544728, 19.9353166 50.0544484, 19.9353066 50.0544694, 19.935213 50.0544481, 19.9352133 50.0544473, 19.9351785 50.0544407, 19.9351351 50.0544304, 19.9351279 50.0544194, 19.9351161 50.0544224, 19.9351245 50.0544339, 19.9351163 50.054453, 19.9350942 50.054448, 19.9350819 50.0544632, 19.9350238 50.0544517, 19.9349742 50.054555, 19.9350638 50.0545727, 19.9350576 50.0545886, 19.9350511 50.0546051, 19.9350272 50.0546015, 19.9349591 50.0545914, 19.9349577 50.0545955, 19.9349268 50.0546834, 19.9350349 50.054699, 19.9350396 50.0546904, 19.9350477 50.0546921, 19.9350433 50.0547004, 19.9350204 50.0547442, 19.9349971 50.0547531, 19.935004 50.0547606, 19.9350195 50.0547609, 19.9350267 50.0547621))",yes,"The Wawel Cathedral (Polish: Katedra Wawelska), formally titled the Archcathedral Basilica of Saint Stanislaus and Saint Wenceslaus, (Polish: Bazylika archikatedralna św. Stanisława i św. Wacława) is a Catholic cathedral situated on Wawel Hill in Kraków, Poland. Nearly 1000 years old, it is part of the Wawel Castle Complex and is a national sanctuary which served as the coronation site of Polish monarchs.
The current Gothic cathedral is the third edifice on this site; the first was constructed and destroyed in the 11th century and the second one, constructed in the 12th century, was destroyed by a fire in 1305. The construction of the existing church began in the 14th century on the orders of Bishop Nanker. Over time, the building was expanded by successive rulers resulting in its versatile and eclectic architectural composition. There are examples of Romanesque, Gothic, Renaissance, Baroque, Neoclassical and Neogothic elements in the cathedral's façade and interior. The exterior is adorned by side chapels and representative mausoleums, most notable being the golden-domed Sigismund's Chapel.
It is the official seat of the Archbishop of Kraków and of the Archdiocese of Kraków. A symbol of Polish statehood and faith, the cathedral hosts important religious events and annual celebrations. Karol Wojtyła, who in 1978 became Pope John Paul II, the day after his ordination to the priesthood offered his first Mass as a priest at the Wawel Crypt on 2 November 1946, and was ordained Kraków's auxiliary bishop in the cathedral on 28 September 1958.",,,no information,,,no information,attraction,,,Bazylika archikatedralna pw. Świętych Stanisława i Wacława,place_of_worship,,,,,,,,,,,,,info@katedra-wawelska.pl,yes,,,,,,Kraków,,http://commons.wikimedia.org/wiki/File:Wawel_cathedral.PNG,,,,,,Kościół pw. Świętych Stanisława i Wacława;Royal Archcathedral Basilica of Saints Stanislaus and Wenceslaus;Bazylika archikatedralna pw. Świętych Stanisława i Wacława;Catedral de San Wenceslao y San Estanislao;Кафедральний собор святих Станіслава і Вацлава;Kathedrale St. Stanislaus und Wenzel;Собор Святых Станислава и Вацлава;Waweli főszékesegyház (Szent Szaniszló és Vencel);Сабор Святых Станіслава і Вацлава;Cattedrale del Wawel;Cathédrale du Wawel;ヴァヴェル大聖堂;Šventųjų Stanislovo ir Vaclovo katedra;קתדרלת ואוול;Vavelska katedrala;Katedrála na Wawelu;瓦維爾主教座堂;바벨 대성당;Wawelkathedraal;Catedrala Wawel;Wawelská katedrála;Wawel Cathedral;Wawel-katedraal;Вавелска катедрала;Catedral de Wawel;Καθεδρικός Ναός της Κρακοβίας;Wawelin katedraali;Katedral Wawel;Wawelkatedralen;มหาวิหารวาเวล,3502
,,,,,,"POLYGON ((19.9432425 50.0727941, 19.9432515 50.0728072, 19.9432534 50.0728066, 19.9432569 50.0728116, 19.9432491 50.0728138, 19.9432481 50.0728124, 19.9431383 50.0728434, 19.9431391 50.0728446, 19.9431312 50.0728468, 19.9431278 50.0728418, 19.9431298 50.0728413, 19.9431052 50.0728053, 19.9431032 50.0728058, 19.9430999 50.0728009, 19.9431017 50.0728004, 19.9430776 50.0727653, 19.9430757 50.0727658, 19.9430717 50.07276, 19.9430736 50.0727595, 19.9430489 50.0727235, 19.943047 50.0727241, 19.9430436 50.0727191, 19.9430528 50.0727165, 19.9430537 50.0727178, 19.9431619 50.0726873, 19.943161 50.072686, 19.9431698 50.0726835, 19.9431733 50.0726885, 19.9431714 50.0726891, 19.9431802 50.0727019, 19.9436039 50.0725823, 19.9435948 50.072569, 19.943593 50.0725695, 19.9435896 50.0725646, 19.9435984 50.0725621, 19.9435993 50.0725635, 19.9437079 50.0725328, 19.9437071 50.0725316, 19.9437162 50.0725291, 19.9437203 50.072535, 19.9437183 50.0725355, 19.9437303 50.0725532, 19.9437321 50.0725526, 19.9437361 50.0725585, 19.9437341 50.0725591, 19.9437577 50.0725936, 19.9437817 50.0726287, 19.9437834 50.0726282, 19.9437874 50.0726341, 19.9437856 50.0726346, 19.9437974 50.0726519, 19.9437992 50.0726514, 19.9438032 50.0726572, 19.9437953 50.0726595, 19.9437945 50.0726584, 19.9436847 50.0726893, 19.9436856 50.0726907, 19.9436778 50.0726929, 19.9436744 50.0726879, 19.9436764 50.0726874, 19.9436674 50.0726742, 19.9432425 50.0727941))",no information,"The Museum of the Cracow University of Technology – a university museum established on June 4, 2004, and opened on May 30, 2005. The museum is located on the PK campus, in the building of the former military prison (formerly the prison of the Barracks of Archduke Rudolf). The museum collects and exhibits artifacts related to PK and its patron – Tadeusz Kościuszko. According to the record in the founding act, “The Museum disseminates knowledge about the history of the Cracow University of Technology, as well as about the history of technology, science, and education.”",,,no information,,,no information,museum,,,,no information,,,,,,,,,,,,,,no,,,,,,,,,,,,,,Muzeum Politechniki Krakowskiej;Krakkói Műszaki Egyetemi Múzeuma,3503
,,,,,,"POLYGON ((20.0447999 50.0667844, 20.0447903 50.0666979, 20.0447217 50.0667013, 20.043771 50.0662306, 20.0428954 50.065798, 20.042708 50.0656989, 20.0424228 50.0660651, 20.0419332 50.0664031, 20.0416175 50.0666821, 20.0414606 50.067138, 20.0414142 50.0672728, 20.0413451 50.0674738, 20.0412939 50.0676121, 20.0413583 50.0676366, 20.0416961 50.0675912, 20.0417597 50.0675708, 20.0420813 50.067535, 20.0421229 50.0675363, 20.0422068 50.06746, 20.0422076 50.0674002, 20.042218 50.067367, 20.0422358 50.0673314, 20.0422578 50.0673055, 20.0422857 50.0672799, 20.0423175 50.0672557, 20.0423529 50.067234, 20.0423891 50.06722, 20.0424421 50.0672077, 20.0447999 50.0667844))",no information,"Stefan Żeromski Park – a small urban park in Krakow, located in District XVIII Nowa Huta in the Na Skarpie housing estate, between Wacław Sieroszewski Street (to the north), the Stefan Żeromski Specialist Hospital (to the east), and the Nowohuckie Meadows (to the southwest). The area of the park is 3.34 hectares.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park imienia Stefana Żeromskiego,3512
,,,,,,"POLYGON ((19.8572403 50.0790967, 19.8572183 50.0791289, 19.857119 50.0792168, 19.8570664 50.0792293, 19.8567178 50.079231, 19.8565518 50.0792103, 19.8564349 50.0792513, 19.8564098 50.0792672, 19.856275 50.0793525, 19.8561536 50.0794429, 19.856048 50.0794964, 19.8551392 50.07977, 19.8539906 50.0801535, 19.8545383 50.080323, 19.8544728 50.0803791, 19.8541953 50.0804433, 19.8532512 50.0806911, 19.8528902 50.0808868, 19.8526381 50.0810779, 19.8524906 50.0810934, 19.8522452 50.0810548, 19.8519461 50.0808713, 19.8517664 50.0808421, 19.8513721 50.0809367, 19.8512353 50.081207, 19.8509054 50.0813601, 19.8505943 50.0813997, 19.8503931 50.0814686, 19.8501893 50.0815632, 19.8499532 50.0816992, 19.8496099 50.0817921, 19.8488133 50.0819006, 19.8487194 50.0818834, 19.8485132 50.0819057, 19.848492 50.0821105, 19.848673 50.0820921, 19.8488558 50.0819885, 19.8490731 50.0819444, 19.849395 50.0818985, 19.8499255 50.0818378, 19.8502041 50.0817763, 19.8503868 50.0816523, 19.8506145 50.0815822, 19.8509925 50.0815194, 19.8511309 50.0814795, 19.851382 50.0812896, 19.8515867 50.0811092, 19.8517178 50.0810718, 19.8521376 50.0811846, 19.8525102 50.0811758, 19.8529343 50.0810739, 19.8531605 50.0808779, 19.8537839 50.0807037, 19.8540084 50.0806482, 19.8543341 50.080573, 19.8545901 50.0805393, 19.8547937 50.0804408, 19.8549996 50.0803448, 19.8552025 50.0802393, 19.855497 50.0800585, 19.855602 50.0800434, 19.8557959 50.0800284, 19.855926 50.0800494, 19.8560904 50.0800674, 19.8561979 50.0800538, 19.8563112 50.0799648, 19.8563682 50.0798755, 19.8564129 50.0797714, 19.8564038 50.0796964, 19.8564761 50.0795272, 19.8565166 50.0794554, 19.8565759 50.079423, 19.8567089 50.0793861, 19.857101 50.0793582, 19.8571744 50.0793304, 19.8572735 50.0792669, 19.8573226 50.079214, 19.8573756 50.0791218, 19.8573741 50.0790859, 19.8573608 50.0790598, 19.8573231 50.0790321, 19.8572403 50.0790967))",no information,"Młynówka Królewska – an artificial riverbed of the Rudawa River built in the 13th century between Mydlniki, Bronowice, Łobzów, and Kraków. From 1903 to 1966, it was mostly channeled or filled in. The park created in its place, Młynówka Królewska, runs through District V Krowodrza and VI Bronowice, has a length of 8 km, an average width of 8 meters, and an area of 18.41 ha.",,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3516
,,,,,,"POLYGON ((19.9384844 50.0559648, 19.9384812 50.0559763, 19.9384864 50.0559954, 19.9384559 50.0559998, 19.9384545 50.0559954, 19.9384495 50.0559963, 19.9384092 50.0558695, 19.9384081 50.055866, 19.9384112 50.0558656, 19.9384074 50.0558514, 19.9384032 50.0558354, 19.9384309 50.0558322, 19.9384358 50.0558476, 19.9384404 50.0558618, 19.9386281 50.0558382, 19.9386455 50.055836, 19.9388005 50.0558139, 19.9388014 50.0558162, 19.9388214 50.0558787, 19.9388338 50.055918, 19.9388153 50.0559205, 19.9384844 50.0559648))",church,"St. Martin's Church – a historic Lutheran church located in Krakow, in the I Stare Miasto district at Grodzka Street 56, in the Old Town. It is the seat of the Krakow Evangelical-Augsburg parish and the Evangelical-Reformed diaspora. Additionally, services of the Old Catholic Mariavite Church are held there. The faithful of the Evangelical-Reformed Church (Calvinists) do not recognize the placement of sculptures and images in places of worship; however, as it is an ecumenical church, they made a concession regarding the placement of a painting of Jesus calming the storm and two figures in the chancel.",,,no information,,,no information,no information,,,,place_of_worship,,,,,,,,Grodzka,,,,,,,,,,,,Kraków,,http://commons.wikimedia.org/wiki/File:Church_of_St._Martin_in_Krak%C3%B3w.JPG,,,,,,Kościół Świętego Marcina;Kirche Heiliger Marcin;Szent Márton templom;Касцёл Святога Марціна,3518
,,,,,,"POLYGON ((20.0550719 50.0818558, 20.0551397 50.0817511, 20.0552802 50.0817885, 20.0554306 50.0818286, 20.0554445 50.0818072, 20.0555272 50.0818292, 20.0554674 50.0819218, 20.0553521 50.0818911, 20.0553303 50.0819247, 20.0550719 50.0818558))",no information,"Jan Matejko's Manor House in Krzesławice (Polish: Dworek Jana Matejki w Krzesławicach) is a museum dedicated to Jan Matejko and Hugo Kołłątaj, on 25 Wańkowicza Street in Kraków, Poland. It was established in 1965. The owner is Kraków Society of Friends of Fine Arts.",,,no information,,,no information,museum,,,,no information,,,,,,,,Melchiora Wańkowicza,,,,,,,,,,,,Kraków,,,,,,,,Dworek Jana Matejki;Jan Matejko háza,3521
