phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact:phone,community_centre,addr:street,contact:twitter,social_facility,contact:facebook,zoo,email,wheelchair,cuisine,contact:website,internet_access,opening_hours:reception,guest_house,addr:city,contact:instagram,image,location,outdoor_seating,museum,takeaway,smoking,all_names_concat
,,,,,,"POLYGON ((19.9431443 50.0599874, 19.9431384 50.0599904, 19.9431371 50.0599901, 19.9431324 50.0599922, 19.9431298 50.059991, 19.9431273 50.0599919, 19.9431156 50.0599822, 19.9431266 50.0599754, 19.9430309 50.0599046, 19.9430227 50.0599093, 19.9429791 50.0598764, 19.9429893 50.0598709, 19.9429978 50.0598664, 19.9430534 50.0598366, 19.9430492 50.0598331, 19.9431007 50.0598048, 19.9431055 50.0598081, 19.9431766 50.0597688, 19.9432161 50.0597978, 19.9432107 50.0598016, 19.9433451 50.0599024, 19.9434638 50.0599881, 19.94347 50.0599863, 19.9435102 50.0600153, 19.9434394 50.060055, 19.9434445 50.0600589, 19.9433928 50.0600876, 19.9433888 50.060084, 19.9433336 50.0601155, 19.9433348 50.0601166, 19.9433178 50.0601259, 19.9432742 50.0600941, 19.9432836 50.0600887, 19.9431865 50.0600182, 19.9431741 50.0600252, 19.9431608 50.0600162, 19.9431628 50.060015, 19.9431603 50.0600129, 19.9431649 50.0600104, 19.9431639 50.0600093, 19.9431694 50.0600063, 19.9431443 50.0599874))",building,"The fire station was built in Kraków at 19 Westerplatte Street (then Kolejowa Street) between 1877 and 1879 according to the design of Maciej Moraczewski in the Neo-Gothic style for the city’s professional fire brigade (established in Kraków in 1873) at the initiative of President Zyblikiewicz. The great importance of effective fire defense is evidenced by the fact that the construction of the fire station took precedence in the hierarchy of importance over such investments as: the Słowacki Theatre, Collegium Novum, or the city’s waterworks. The complex of buildings included: barracks for officers and firefighters, a fire department, stables for horse-drawn fire engines and firefighting vehicles, workshops, a hose drying room, a gym, and an alarm telegraph. The unit was equipped with the latest rescue and firefighting equipment at the time: several 4-wheeled, 2-stream fire engines, several manual extension ladders, and a mechanical ladder. The entire complex has survived to this day almost unchanged, with the main building made of red brick adjoining the street and three symmetrically arranged gates. Only one of the outer gates has been remodeled to allow access for modern fire engines, as the building is still used by the fire brigade. The fire station is one of the sites on the Kraków Technical Trail. In the lobby, a fire engine on a horse-drawn carriage is on display.",,,,,,,attraction,,,,fire_station,,,,,,,,Westerplatte,,,,,,,,,,,,Kraków,,,,,,,,Jednostka Ratowniczo-Gaśnicza PSP nr 1 w Krakowie
,,,,,,"POLYGON ((19.9211259 50.0850398, 19.9210723 50.0850455, 19.920761 50.0851423, 19.9205386 50.0852556, 19.9204906 50.0852621, 19.9204305 50.0852619, 19.9204013 50.0852483, 19.9203094 50.0851508, 19.9202048 50.085109, 19.9200901 50.0851172, 19.9200531 50.0851474, 19.9200745 50.085164, 19.9200901 50.0852351, 19.9200923 50.0853344, 19.9200856 50.0854413, 19.9195203 50.0858808, 19.9192818 50.08577, 19.9192524 50.0857956, 19.9193104 50.0860593, 19.9194028 50.0861365, 19.9194916 50.0861904, 19.9196272 50.0862537, 19.919762 50.0863349, 19.9203954 50.0867519, 19.9206381 50.0867224, 19.920779 50.0867183, 19.9211765 50.0866317, 19.921221 50.0866424, 19.921349 50.0866309, 19.9215281 50.0867086, 19.9217293 50.0867009, 19.9217918 50.0866727, 19.9218865 50.0865759, 19.921797 50.0865404, 19.9218676 50.0864878, 19.9219068 50.086207, 19.9219023 50.08589, 19.9219135 50.0856878, 19.9219355 50.0855769, 19.9219371 50.0854787, 19.9218278 50.0854573, 19.9216885 50.0854687, 19.9215882 50.0855107, 19.9213393 50.0854796, 19.9213448 50.0852738, 19.9211532 50.0852611, 19.9211259 50.0850398))",,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Wyspiańskiego
,,,,,,"POLYGON ((19.9193291 50.0877129, 19.9207138 50.087682, 19.9207827 50.087713, 19.9208061 50.0877394, 19.920788 50.0878418, 19.920883 50.0878638, 19.920951 50.0877638, 19.9210457 50.087683, 19.9211532 50.0876106, 19.9211921 50.0876484, 19.9226449 50.0871909, 19.9227257 50.0871766, 19.9227713 50.0871799, 19.9228234 50.0872257, 19.9228665 50.0872772, 19.9234166 50.0879249, 19.9237289 50.0883022, 19.9237221 50.0883435, 19.9236219 50.088429, 19.9235206 50.0885085, 19.9233676 50.0886282, 19.9229956 50.0889269, 19.9227384 50.0891289, 19.9226251 50.0892385, 19.9225325 50.0893624, 19.9224722 50.0894947, 19.9224484 50.0896104, 19.922429 50.0897382, 19.9224484 50.0898692, 19.9225261 50.0900582, 19.9227708 50.0904687, 19.9228308 50.0905816, 19.9228301 50.0906292, 19.9228074 50.0907337, 19.9227895 50.0907792, 19.922756 50.0908151, 19.9227861 50.0908345, 19.9227619 50.0908444, 19.9227199 50.0908535, 19.9227014 50.0908543, 19.9226871 50.0908523, 19.9226477 50.0908468, 19.9225537 50.0908328, 19.9202528 50.0904904, 19.9202564 50.0904749, 19.9200496 50.0904184, 19.9194596 50.0903292, 19.9194278 50.0903208, 19.919404 50.090309, 19.919385 50.090291, 19.9193715 50.0902718, 19.9193657 50.0902522, 19.9193689 50.0902293, 19.9193786 50.0902121, 19.9193673 50.0901811, 19.9196875 50.0897163, 19.9195422 50.0896569, 19.919332 50.0899098, 19.9192943 50.0899306, 19.9190865 50.090195, 19.9190434 50.0902189, 19.9188347 50.0902408, 19.9187535 50.0902371, 19.9184449 50.0901879, 19.9186649 50.0897587, 19.9186166 50.0897486, 19.9182531 50.0896724, 19.9182844 50.0896198, 19.9183257 50.0895507, 19.9186501 50.0895555, 19.9188036 50.0893932, 19.9189692 50.0892814, 19.9190883 50.089152, 19.919258 50.0888704, 19.9192891 50.0881937, 19.9192891 50.0881607, 19.9192894 50.0879409, 19.9193291 50.0877129))",,"Krowoderski Park – a park in Krakow, in the IV Prądnik Biały district, bordered by the streets: Opolska, Batalionu “Skała” AK, Władysława Łokietka, Tadeusza Makowskiego, and Jana Palacha. 
Within its area, there is a pitch of PKS Jadwiga (formerly belonging to KS Krowodrza) and a recreational tobogganing hill – secured from the side of Opolska Street with tires, a net, and shrubs, as well as a number of smaller pitches and recreational areas. A Jordanian garden was also established, along with a (fenced) dog run (with benches and a wooden gazebo) and small architectural structures. 
The Eagle's Nest Trail runs through the park, starting at the Krowodrza Górka Estate near the bus and tram loop.
The Krowoderski Park is also crossed by the bicycle route No. 2 from the Młynówka Królewska Park to Ojców (Old Town – Łobzowska – Grottgera – Młynówka Królewska Park – Racławicka – Wybickiego – WT Krowodrza – Krowoderski Park – Łokietka – Pękowicka – Pękowice – city border – Giebułtów (gm. Wielka Wieś) – Ojców/Korzkiew).
Various outdoor events are organized in Krowoderski Park, including:

A concert by the band Elektryczne Gitary as part of the election campaign in September 1998.
“Safe Way to School” – an event organized on September 3-4, 2011, by the Groteska Theater with the participation of the Municipal Police of Krakow, the City Police Headquarters, and the Krakow Fire Brigade.",,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Krowoderski
,,,Mo-Fr 08:15-18:00; Sa-Su 10:00-18:00,,,"POLYGON ((19.934916 50.0641791, 19.9348284 50.0640892, 19.9348236 50.0640911, 19.9347313 50.0639966, 19.934736 50.0639947, 19.9346526 50.0639088, 19.9347672 50.0638628, 19.9348954 50.0638113, 19.9349788 50.0638973, 19.9349835 50.0638954, 19.9350286 50.0639421, 19.9350741 50.0639894, 19.9350694 50.0639913, 19.9351571 50.0640812, 19.9350495 50.0641256, 19.9350458 50.064122, 19.9350219 50.0641316, 19.9350253 50.0641353, 19.934916 50.0641791))",,"Palace of Art – the building of the Society of Friends of Fine Arts in Krakow at Szczepański Square 4. The structure was built between 1898 and 1901. The Art Nouveau building was designed by architect Franciszek Mączyński, inspired by the famous exhibition pavilion of the Secession in Vienna. The decoration of the Palace of Art involved the most distinguished artists from Krakow. The striking frieze, depicting the changing fortunes of an artist, was designed by Jacek Malczewski. Antoni Madeyski, Konstanty Laszczka, and Teodor Rygier created busts of masters particularly significant for Polish art. The façade of the palace is adorned with a colonnade, topped with a statue of Apollo in a sunny halo. The building's roof is made of metal, partially glazed. From Szczepański Square, there is a bust of Jan Matejko sculpted by Antoni Madeyski, mirrored on the Plant side by a bust of Stanisław Wyspiański sculpted by Anna Reynoch. The walls are decorated with pilasters, flattened window arches, and above all, the entrance portico with two columns. The building functions as an art gallery. At the initiative of the members of the Society of Friends of Fine Arts and representatives of the Rotary Club, presentations of contemporary Polish art as well as exhibitions of foreign artists take place there. The building also hosts auctions of works of art.",,,,,,,museum,,,,,,,,,,,,Plac Szczepański,,,,,,,,,,,,Kraków,,,,,,,,Pałac Sztuki;Palace of Art;Палац мистецтв;Palast der Kunst;Művészetek Palotája
,,,,https://www.swietymarek.pl/,,"POLYGON ((19.9379294 50.0643896, 19.9377797 50.0644179, 19.9377046 50.0644338, 19.9376977 50.0644503, 19.9376355 50.0644695, 19.9376276 50.0644586, 19.9376135 50.064463, 19.9376222 50.0644748, 19.9375596 50.0644954, 19.9375495 50.0644838, 19.937536 50.0644882, 19.9375461 50.0645008, 19.937471 50.0645248, 19.9374427 50.0645208, 19.9374409 50.0645247, 19.9374613 50.0645278, 19.9374989 50.0645807, 19.9374749 50.0645866, 19.9374812 50.0645933, 19.937504 50.0645879, 19.9375324 50.0646289, 19.937512 50.0646345, 19.937517 50.064642, 19.9375374 50.0646369, 19.9375679 50.0646717, 19.937556 50.0646881, 19.9375651 50.0646912, 19.9375742 50.0646788, 19.9378025 50.0646061, 19.9377957 50.0645966, 19.9379836 50.0645368, 19.9380299 50.0644977, 19.9380248 50.0644858, 19.938024 50.0644775, 19.9380133 50.0644631, 19.9379959 50.0644397, 19.9380095 50.0644338, 19.9379998 50.0644082, 19.9379294 50.0643896))",church,"St. Mark's Church - a historic Gothic Roman Catholic church located in Krakow, in the I Old Town district at 10 St. Mark's Street, at the corner with Sławkowska Street, in the Old Town.",,,,,,,,,,,place_of_worship,,,,,,,,Świętego Marka,,,,,,,,,,,,Kraków,,http://commons.wikimedia.org/wiki/File:Kosciol_Marka_Krakow.jpg,,,,,,Kościół pw. Świętego Marka;Church of Saint Mark;Szent Márk templom;Касцёл Святога Марка
,,,,,,"POLYGON ((19.9360229 50.0650008, 19.9361075 50.0648936, 19.9360812 50.064885, 19.9361097 50.0648488, 19.9362229 50.0647054, 19.9362489 50.0647142, 19.9362791 50.0646758, 19.9362792 50.0646759, 19.9364055 50.0647195, 19.9363751 50.064758, 19.9364 50.0647665, 19.9363301 50.0648569, 19.9364068 50.0648823, 19.9364072 50.0648823, 19.9364478 50.0648934, 19.9364416 50.064902, 19.936462 50.0649132, 19.9364703 50.0649261, 19.93647 50.0649401, 19.936461 50.0649528, 19.936445 50.0649622, 19.9364265 50.0649665, 19.936415 50.0649665, 19.9364049 50.0649654, 19.9363952 50.064963, 19.9363894 50.064972, 19.9362848 50.064941, 19.9361965 50.0650565, 19.9360229 50.0650008))",church,"The Church of  St. Casimir the Prince (Polish: Kościół św. Kazimierza Królewicza) known colloquially as the  Franciscan Observants Church (Polish: Kościół reformatów) is a historic Roman Catholic conventual church of the Franciscan Observants located at 4 Reformacka Street, in the Old Town of Kraków, Poland.",,,,,,,,,,,place_of_worship,,,,,,,,Reformacka,,,,,,,,,,,,Kraków,,,,,,,,Kościół pw. Świętego Kazimierza Królewicza;Kościół Reformatów;Szent Kázmér herceg templom
,,,24/7,,,"POLYGON ((19.9412736 50.0648228, 19.9412786 50.0648359, 19.9412853 50.0648533, 19.9412872 50.0648582, 19.9412894 50.0648638, 19.9412975 50.0648848, 19.9413072 50.0649102, 19.9413385 50.0649051, 19.9413698 50.0649001, 19.941397 50.0648957, 19.9414324 50.06489, 19.9414223 50.0648638, 19.9414145 50.0648438, 19.9414105 50.0648333, 19.9414083 50.0648276, 19.9414038 50.0648159, 19.9413987 50.0648028, 19.9413633 50.0648085, 19.9413361 50.0648128, 19.9413048 50.0648178, 19.9412736 50.0648228))",city_gate,"St. Florian's Gate (Polish: Brama Floriańska) in Kraków, Poland, is one of the best-known Polish Gothic towers, and a focal point of Kraków's Old Town. It was built about the 14th century as a rectangular Gothic tower of ""wild stone"", part of the city fortifications against Mongol attack.",,,,,,,attraction,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Brama Floriańska;Saint Florian's Gate;Florianstor;Флорианские ворота в Кракове;Flórián-kapu;Floriánská brána;圣福里安门;성 플로리안의 문;Florianuspoort;Poarta Florian;Floriánska brána;Florianertor
,,,,,,"POLYGON ((19.9396488 50.0582665, 19.9396515 50.058252, 19.9396699 50.0582528, 19.9396704 50.0582557, 19.9396942 50.0582577, 19.9396971 50.0582249, 19.9396747 50.0582268, 19.9396743 50.0582245, 19.9396682 50.0582247, 19.9396557 50.058225, 19.9396796 50.0580657, 19.9396879 50.0580111, 19.9396946 50.0579669, 19.9396914 50.0579668, 19.9396916 50.057962, 19.9396895 50.0579614, 19.9396936 50.057951, 19.9397109 50.0579522, 19.9397104 50.0579542, 19.9398487 50.0579615, 19.9398499 50.0579506, 19.9398738 50.0579511, 19.9398738 50.0579536, 19.9399171 50.0579552, 19.939875 50.0582811, 19.9396488 50.0582665))",church,"St. Joseph's Church - a historic Roman Catholic conventual church of the Bernardines, located in Kraków, in the Old Town district at ul. Poselska 21, in the Old Town.",,,,,,,,,,,place_of_worship,,,,,,,,Poselska,,,,,,,,,,,,Kraków,,,,,,,,Kościół pw. Świętego Józefa;Szent József templom
,,,,,,"POLYGON ((19.9275134 50.0652573, 19.9275161 50.0652168, 19.9275166 50.0652086, 19.9275171 50.0651995, 19.927518 50.065183, 19.927581 50.0650007, 19.9275862 50.0649837, 19.9275914 50.0649668, 19.9276017 50.0649303, 19.9277368 50.0649459, 19.9278719 50.0649607, 19.927944 50.0649707, 19.9290636 50.0651299, 19.9290752 50.0651315, 19.9290871 50.0651332, 19.9294872 50.0651905, 19.9295034 50.0651928, 19.9295224 50.0651955, 19.929543 50.0651984, 19.9295587 50.0652006, 19.9299668 50.0652577, 19.9299784 50.0652594, 19.930215 50.0652933, 19.9303054 50.0653056, 19.9304418 50.0653257, 19.9304391 50.0653338, 19.9304553 50.065336, 19.9304691 50.0653379, 19.9305149 50.0653443, 19.9305342 50.065347, 19.930522 50.0653817, 19.9305183 50.0653922, 19.9305145 50.065403, 19.9304824 50.0654932, 19.9304574 50.0655522, 19.9303916 50.065602, 19.9303814 50.0656098, 19.9303726 50.0656165, 19.9303327 50.0656468, 19.9303243 50.0656532, 19.9302442 50.0656417, 19.9302076 50.0656364, 19.9300424 50.0656127, 19.9300158 50.0656087, 19.9297782 50.0655774, 19.9295302 50.0655419, 19.9295196 50.0655404, 19.9294511 50.0655306, 19.9290116 50.0654677, 19.9290003 50.065466, 19.928989 50.0654645, 19.9288516 50.0654462, 19.9287357 50.0654305, 19.9285434 50.0654013, 19.9285407 50.065401, 19.9285243 50.065399, 19.9285123 50.0653976, 19.9283544 50.0653747, 19.9283512 50.0653781, 19.9283446 50.0653771, 19.9281691 50.0653514, 19.9281593 50.06535, 19.9281607 50.0653471, 19.9275698 50.0652646, 19.9275661 50.0652641, 19.9275134 50.0652573))",,"Wislawa Szymborska Park – a city park in Krakow, located in the I Stare Miasto district on Piasek. It is situated on essentially flat terrain within the dense urban development dominated by 19th-century tenement houses, between Karmelicka Street to the east and Dolnych Młynów Street to the west, alongside the building of the Provincial Public Library, which it borders on the south side, and Rajska Street. In close proximity, there is also the Basilica of the Visitation of the Blessed Virgin Mary and the Carmelite Monastery, as well as the former seat of the III General High School named after Jan Kochanowski. It covers an area of 0.8 ha.",,,,,,park,,,,,,,,,,,,,Karmelicka,,,,,,,,,,,,Kraków,,,,,,,,Park im. Wisławy Szymborskiej
,,,,,,"POLYGON ((19.9275262 50.0605272, 19.9275366 50.0604942, 19.9275125 50.0604903, 19.9275261 50.0604577, 19.9275031 50.0604537, 19.9275172 50.0604225, 19.9275407 50.0604269, 19.9275547 50.0603937, 19.9275734 50.0603969, 19.9275935 50.0603658, 19.9277809 50.0604318, 19.9278005 50.0604541, 19.9278586 50.0604643, 19.9278624 50.0604551, 19.9278662 50.0604558, 19.92787 50.0604453, 19.9280045 50.0604683, 19.9279927 50.0604965, 19.9280105 50.0604997, 19.9279896 50.0605493, 19.9279104 50.0605354, 19.9279085 50.0605397, 19.9279163 50.0605483, 19.9279066 50.060552, 19.9278956 50.0605409, 19.9278417 50.0605314, 19.9278373 50.0605408, 19.9278266 50.0605388, 19.9278307 50.0605298, 19.9277728 50.0605192, 19.9277393 50.0605315, 19.9275262 50.0605272))",church,"The Church of the Most Sacred Heart of Jesus – a historic Roman Catholic parish church and conventual church of the Sisters of the Sacred Heart located in Krakow, in the Old Town district at 24 Garncarska Street, in Nowy Świat.  
It was built at the end of the 19th century in an eclectic style with a predominance of Neo-Romanesque elements according to the plans of Władysław Kaczmarski, on land donated to the nuns by Duchess Wanda Jabłonowska, and funded by Zofia Wołodkowicz. It was consecrated in 1900.  
On the front facade of the church and monastery, there are sculptures by Jan Tombiński. In the convent house by the church, there is a museum dedicated to Bishop Józef Sebastian Pelczar, the founder of the congregation of the Sisters of the Sacred Heart. In the church, in a side chapel, there is an altar with a portrait and relics of Bishop Pelczar, and another altar where the mortal remains of the founder of the congregation, Klara Ludwika Szczęsna, were laid to rest in 1995, having been transferred from Rakowicki Cemetery. A small altar of John Paul II with relics was placed at the altar of St. Joseph in 2011. The main altar was made in 1899 by Kazimierz Wakulski, while the author of the side altars was Wit Wisz.",,,,,,,,,,,place_of_worship,,,,,,,,Garncarska,,,,,,,,,,,,Kraków,,"http://commons.wikimedia.org/wiki/File:Ko%C5%9Bci%C3%B3%C5%82_Naj%C5%9Bwi%C4%99tszego_Serca_Pana_Jezusa,_Krak%C3%B3w.JPG",,,,,,Kościół pw. Najświętszego Serca Pana Jezusa;Jézus Szent Szíve templom
+48 12 433 58 80,,,Tu-Fr 09:00-16:00; Sa 10:00-18:00; Su 10:00-16:00; Mo off,https://mnk.pl/oddzial/dom-jozefa-mehoffera,,"POLYGON ((19.9284884 50.0633955, 19.9284881 50.063397, 19.9283391 50.0633833, 19.928309 50.0633806, 19.9283095 50.0633786, 19.9282412 50.0633709, 19.9282635 50.0632391, 19.9282727 50.0631901, 19.928285 50.0631273, 19.9283485 50.0631311, 19.9283638 50.0631319, 19.9283491 50.0632222, 19.9283467 50.0632219, 19.9283406 50.0632593, 19.9283232 50.0632587, 19.9283176 50.0632942, 19.9283551 50.0632974, 19.9283763 50.0632993, 19.9283918 50.0631991, 19.9283856 50.0631983, 19.9283869 50.0631889, 19.928402 50.0631899, 19.9284016 50.0631933, 19.9285847 50.063207, 19.9285858 50.0631998, 19.9285949 50.0632004, 19.928563 50.063387, 19.9285606 50.0634007, 19.9284884 50.0633955))",,"The House of Józef Mehoffer – a branch of the National Museum in Krakow dedicated to the artist Józef Mehoffer, located in Krakow at 26 Krupnicza Street.",,,,,,,museum,,,,,,,,,,,,Krupnicza,,,,,,,,,,,,Kraków,,,,,,,,Dom Józefa Mehoffera;The Józef Mehoffer House;Józef Mehoffer háza
,,,,,,"POLYGON ((19.9369963 50.0684492, 19.9371078 50.0681871, 19.9369998 50.0681689, 19.936913 50.0681542, 19.9368002 50.0684191, 19.9369963 50.0684492))",church,"The Church of St. Francis de Sales – a historic Roman Catholic church and convent of the Visitation nuns located in Kraków, in the Old Town district at 16 Krowoderska Street, at the corner with Biskupia Street, in Piasek. Construction began in 1692, after Bishop of Kraków Jan Małachowski brought the Visitation order to Kraków in 1681. The construction was completed in 1695 based on plans by Jan Solari. The church was renovated by Tomasz Pryliński between 1875 and 1876. The façade of the church is towerless and topped with a triangular gable. The nave is covered by a barrel vault on arches. 

To this day, the rich Baroque interior has been preserved with paintings depicting scenes from the life of St. Francis de Sales and Jeanne de Chantal (founder of the Visitation), and the treasury also contains many textiles and liturgical vestments from the 18th century. The church houses a miraculous image of Our Lady of Perpetual Help, crowned with papal crowns in 1929. Here, the future primate of Poland, August Hlond, received his priestly ordination. Additionally, the garden contains Baroque chapels, including a wooden chapel with a Calvary. On the wall of the convent, there is a sundial with an inscription reading ""Life is a short dream.""

In the monastic choir, there is the heart of the founding bishop Jan Małachowski. From 1977 to 2017, the well-known pastor, Fr. Mieczysław Maliński, was the rector of the church. On February 18, 1995, the future President of the Republic of Poland, Andrzej Duda, and Agata Kornhauser-Duda got married in the church.",,,,,,,,,,,place_of_worship,,,,,,,,Krowoderska,,,,,,,,,,,,Kraków,,"http://commons.wikimedia.org/wiki/File:St_Francis_de_Sales_Church,_16_Krowoderska_street,_Krakow,_Poland.jpg",,,,,,Kościół pw. Świętego Franciszka Salezego;Szalézi Szent Ferenc templom
,,,,http://www.mikolaj.diecezja.pl/,,"POLYGON ((19.947318 50.060998, 19.947249 50.060985, 19.947246 50.060993, 19.947196 50.060984, 19.947189 50.060999, 19.947176 50.060997, 19.947182 50.060982, 19.947147 50.060976, 19.947141 50.060992, 19.947127 50.060989, 19.947133 50.060974, 19.947083 50.060966, 19.947077 50.060981, 19.947064 50.060979, 19.94707 50.060964, 19.947021 50.060955, 19.947015 50.060971, 19.947002 50.060969, 19.947009 50.060953, 19.94696 50.060945, 19.946954 50.06096, 19.946937 50.060958, 19.946957 50.060908, 19.946954 50.060907, 19.946958 50.060899, 19.946961 50.060899, 19.946966 50.060885, 19.946964 50.060885, 19.946971 50.060868, 19.946973 50.060868, 19.94698 50.060851, 19.946987 50.060834, 19.946985 50.060834, 19.946992 50.060816, 19.946995 50.060817, 19.947 50.060803, 19.946998 50.060803, 19.947001 50.060794, 19.947004 50.060795, 19.947025 50.060745, 19.94704 50.060748, 19.947034 50.060762, 19.947095 50.060773, 19.947101 50.060758, 19.947114 50.06076, 19.947108 50.060775, 19.947169 50.060785, 19.947175 50.060771, 19.947188 50.060773, 19.947182 50.060788, 19.947243 50.060798, 19.94725 50.060783, 19.947263 50.060785, 19.947257 50.0608, 19.947329 50.060813, 19.947323 50.060827, 19.947389 50.060838, 19.947372 50.060881, 19.947423 50.060889, 19.947427 50.06088, 19.94744 50.060882, 19.947436 50.060891, 19.947491 50.060901, 19.947508 50.060893, 19.947516 50.060901, 19.9475 50.06091, 19.947516 50.06093, 19.947537 50.060929, 19.947537 50.060939, 19.947517 50.060939, 19.947506 50.060961, 19.947523 50.060969, 19.947514 50.060976, 19.947498 50.060968, 19.947467 50.060978, 19.94747 50.060991, 19.947455 50.060993, 19.947453 50.06098, 19.947397 50.06097, 19.947393 50.060979, 19.947377 50.060977, 19.947382 50.060967, 19.947335 50.060958, 19.947318 50.060998))",church,"St. Nicholas Church – a historic Roman Catholic parish church located in Krakow, in the Old Town district at 9 Mikołaj Kopernik Street, in Wesoła.",,,,,,,,,,,place_of_worship,,,,,,,,Mikołaja Kopernika,,,,,,,,,,,,Kraków,,http://commons.wikimedia.org/wiki/File:Ko%C5%9Bci%C3%B3%C5%82_%C5%9Bw._Miko%C5%82aja_w_Krakowie.jpg,,,,,,Kościół pw. Świętego Mikołaja;Szent Miklós templom
,,,,,,"POLYGON ((19.9513161 50.0626053, 19.9513094 50.0626039, 19.951311 50.0626005, 19.951278 50.0625929, 19.9512761 50.0625963, 19.951255 50.0625916, 19.9512623 50.0625782, 19.9512685 50.0625796, 19.9512724 50.0625725, 19.9512745 50.0625729, 19.9512867 50.0625501, 19.9513737 50.0623885, 19.9513879 50.0623625, 19.9513825 50.0623613, 19.9513946 50.0623387, 19.9513999 50.0623399, 19.9514127 50.0623147, 19.9514082 50.0623136, 19.9514198 50.062292, 19.9514248 50.0622932, 19.9514616 50.0622246, 19.951457 50.0622236, 19.9514711 50.0621973, 19.9515353 50.0622116, 19.9515361 50.0622102, 19.9516879 50.0622445, 19.9516874 50.0622456, 19.9514796 50.0626417, 19.951479 50.0626429, 19.9514367 50.0626334, 19.9514372 50.0626323, 19.9514302 50.0626308, 19.9514312 50.0626289, 19.951426 50.0626278, 19.9514287 50.0626228, 19.9514035 50.0626172, 19.9513744 50.0626108, 19.9513717 50.0626157, 19.9513665 50.0626143, 19.9513653 50.0626162, 19.9513586 50.0626146, 19.9513578 50.0626163, 19.9513156 50.0626063, 19.9513161 50.0626053))",church,"The Church of the Immaculate Conception of the Blessed Virgin Mary (now more commonly known under the invocation of St. Lazarus from the name of the hospital) – a historic Roman Catholic church, hospital located in Krakow, in the Grzegórzki district at 19 Mikołaj Kopernik Street, in Wesoła.",,,,,,,,,,Kościół pw. Niepokalanego Poczęcia NMP (św. Łazarza),place_of_worship,,,,,,,,Mikołaja Kopernika,,,,,,,,,,,,Kraków,,http://commons.wikimedia.org/wiki/File:Krak%C3%B3w_-_ko%C5%9Bci%C3%B3%C5%82_p.w._Niepokalanego_Pocz%C4%99cia_NMP_i_%C5%9Bw._%C5%81azarza.jpg,,,,,,Kościół pw. Niepokalanego Poczęcia Najświętszej Maryi Panny;Kościół pw. Niepokalanego Poczęcia NMP (św. Łazarza);Kościół pw. Świętego Łazarza;Szűz Mária Szeplőtelen Fogantatása templom
